#timestamp,ETH_price
1485604800,1.052000e+01
1485608400,1.052000e+01
1485612000,1.049000e+01
1485615600,1.048000e+01
1485619200,1.048000e+01
1485622800,1.050000e+01
1485626400,1.049000e+01
1485630000,1.056000e+01
1485633600,1.054000e+01
1485637200,1.050000e+01
1485640800,1.046000e+01
1485644400,1.052000e+01
1485648000,1.046000e+01
1485651600,1.056000e+01
1485655200,1.058000e+01
1485658800,1.057000e+01
1485662400,1.054000e+01
1485666000,1.058000e+01
1485669600,1.056000e+01
1485673200,1.056000e+01
1485676800,1.054000e+01
1485680400,1.057000e+01
1485684000,1.054000e+01
1485687600,1.050000e+01
1485691200,1.050000e+01
1485694800,1.052000e+01
1485698400,1.044000e+01
1485702000,1.050000e+01
1485705600,1.049000e+01
1485709200,1.051000e+01
1485712800,1.050000e+01
1485716400,1.046000e+01
1485720000,1.049000e+01
1485723600,1.050000e+01
1485727200,1.049000e+01
1485730800,1.050000e+01
1485734400,1.050000e+01
1485738000,1.049000e+01
1485741600,1.046000e+01
1485745200,1.048000e+01
1485748800,1.048000e+01
1485752400,1.047000e+01
1485756000,1.048000e+01
1485759600,1.046000e+01
1485763200,1.042000e+01
1485766800,1.037000e+01
1485770400,1.041000e+01
1485774000,1.049000e+01
1485777600,1.047000e+01
1485781200,1.047000e+01
1485784800,1.047000e+01
1485788400,1.086000e+01
1485792000,1.064000e+01
1485795600,1.079000e+01
1485799200,1.055000e+01
1485802800,1.058000e+01
1485806400,1.063000e+01
1485810000,1.066000e+01
1485813600,1.063000e+01
1485817200,1.056000e+01
1485820800,1.055000e+01
1485824400,1.061000e+01
1485828000,1.056000e+01
1485831600,1.064000e+01
1485835200,1.061000e+01
1485838800,1.058000e+01
1485842400,1.063000e+01
1485846000,1.049000e+01
1485849600,1.059000e+01
1485853200,1.053000e+01
1485856800,1.056000e+01
1485860400,1.060000e+01
1485864000,1.052000e+01
1485867600,1.050000e+01
1485871200,1.058000e+01
1485874800,1.056000e+01
1485878400,1.070000e+01
1485882000,1.062000e+01
1485885600,1.066000e+01
1485889200,1.075000e+01
1485892800,1.074000e+01
1485896400,1.075000e+01
1485900000,1.076000e+01
1485903600,1.065000e+01
1485907200,1.073000e+01
1485910800,1.071000e+01
1485914400,1.070000e+01
1485918000,1.078000e+01
1485921600,1.077000e+01
1485925200,1.077000e+01
1485928800,1.078000e+01
1485932400,1.079000e+01
1485936000,1.075000e+01
1485939600,1.068000e+01
1485943200,1.060000e+01
1485946800,1.073000e+01
1485950400,1.076000e+01
1485954000,1.072000e+01
1485957600,1.059000e+01
1485961200,1.056000e+01
1485964800,1.059000e+01
1485968400,1.057000e+01
1485972000,1.060000e+01
1485975600,1.059000e+01
1485979200,1.065000e+01
1485982800,1.063000e+01
1485986400,1.071000e+01
1485990000,1.072000e+01
1485993600,1.073000e+01
1485997200,1.066000e+01
1486000800,1.065000e+01
1486004400,1.065000e+01
1486008000,1.058000e+01
1486011600,1.051000e+01
1486015200,1.062000e+01
1486018800,1.063000e+01
1486022400,1.060000e+01
1486026000,1.060000e+01
1486029600,1.052000e+01
1486033200,1.063000e+01
1486036800,1.059000e+01
1486040400,1.063000e+01
1486044000,1.060000e+01
1486047600,1.064000e+01
1486051200,1.096000e+01
1486054800,1.065000e+01
1486058400,1.078000e+01
1486062000,1.076000e+01
1486065600,1.081000e+01
1486069200,1.081000e+01
1486072800,1.079000e+01
1486076400,1.080000e+01
1486080000,1.079000e+01
